period,diameter.value
33.287359302,5.04
6.489898261,2.822
10.874119988,5.05
22.584739576,33.357
39.015851454,8.387
64.273534442,1.838
71.651616146,26.872
6.119296275,7.397
35.979340872,2.235
3.503658656,7.333999999999999
3.128301855,9.805
3.296481164,2.46
238.723524378,11.459000000000001
38.295349132,3.2939999999999996
122.016604567,4.421
5.167350768,2.03
14.764974263,5.036
4.769724298,3.028
8.88311773,47.1
60.742928832,13.79
319.819382343,2.02
6.306048244,2.148
73.51316924,6.249
56.381698134,3.043
56.326378308,5.195
18.470136549,39.5
249.483611521,10.788
165.248828938,2.402
59.876091896,7.599
6.970030319,7.961999999999998
5.325909021,6.291
2.961039068,3.858
7.744827361,2.128
14.905407434,4.024
9.191456897,2.431
16.800509562,2.55
224.201076674,2.711
91.501214349,5.416
3.488212694,3.552
14.098271393,3.547
27.093254635,2.942
7.955297124,5.64
3.648120202,5.6
3.227015952,3.478
3.559211179,6.004
11.111810443,3.534
10.326408627,2.446
36.927051469,8.791
16.251943492,5.523
11.056495782,3.519
6.31688915,4.327
12.561834514,5.596
6.03234959,3.611
19.315051379,31.244
6.65067083,18.649
83.776317449,2.22
7.346864085,3.9
656.506618157,7.096
29.511132012,39.75
9.361695532,5.272
36.673453902,10.863
12.704470559,3.273
5.50726006,10.364
3.5634029,6.266
3.388942842,7.293
257.252263444,3.15
115.061067474,10.951
180.837070987,15.710999999999999
25.453179828,4.209
12.945147701,7.285999999999999
7.817087623,3.215
31.441430203,6.087
13.831165195,2.238
2.9953265,6.971
22.43140236,12.327
8.079178572,25.857
7.124688902,3.737
6.532856128,11.047
3.006142964,8.33
59.358224455,3.3
8.831503017,123.31
6.409017316,2.575
3.977114182,5.884
3.549932239,3.683
19.886343323,5.799
3.181791979,3.596
34.154764535,2.8
3.047973478,3.234
320.000069009,5.662
8.333843187,129.332
6.799806476,2.422
14.591606294,5.731
3.346825017,3.857
4.48824123,5.737
3.417651786,5.053
187.38488222,3.623
8.228205699,28.799
4.271087757,6.315
254.148263892,5.532
5.453482857,6.122
200.364882695,10.661
80.913310882,2.705
2.217099766,2.39
7.87019376,38.012
7.864349819,6.651
26.557940745,16.066
219.273026646,6.79
68.030636214,11.14
6.310423028,5.518
3.451136037,6.341
653.509788215,6.888
6.748976635,19.343
5.203135831,4.217
3.193375596,6.951
8.919402227,8.835
2.869617092,3.115
10.639614492,5.886
62.710779712,1.108
15.975832859,6.908
35.305238025,14.869000000000002
13.326378496,8.913999999999998
6.58307074,30.799
15.858891167,100.37899999999999
6.101912332,7.726
36.183529867,3.289
10.855492418,7.565
2.321185607,4.092
38.783907609,2.183
14.2983913,10.527
3.402107085,4.495
12.405920573,8.736
2.432292988,4.635
236.678071001,4.638
5.485031018,1.303
6.908821444,2.759
5.048420042,3.945
16.954386785,4.987
10.125733618,3.598
25.22120881,6.136
6.615269206,6.539
3.561103294,7.591999999999999
92.024986033,2.325
6.280436455,7.216999999999999
269.994713321,2.134
147.445464053,3.701
36.712331507,10.38
5.395425766,2.63
14.422655435,4.442
7.249925966,2.957
205.033068912,9.694
4.769307883,8.787
11.615283803,6.611
13.818652563,3.758
2.776446803,9.264
2.839321155,5.214
388.41213063,8.323
294.131420106,3.755
11.205174892,3.355
19.223003468,12.555
3.164787839,11.418
9.746020391,2.983
5.817930022,9.112
8.710812228,332.0
2.683959472,3.012
5.248136121,4.77
7.10586048,3.362
4.101168892,7.628
9.963585766,7.248999999999999
20.354320628,4.294
8.668870962,0.44
5.383188006,4.062
2.420597433,15.804
13.727331041,13.8
12.84513191,6.0
24.280275721,11.45
7.76348528,3.258
60.22952867,10.645
17.057271311,2.862
53.816391969,3.537
14.726873569,3.103
8.665740554,12.092
10.739994631,5.547
353.900147724,2.247
347.443796849,16.176
15.676159349,6.565
20.230098889,5.393
5.477499572,4.336
9.257185264,6.044
5.87597469,2.497
24.012923336,2.443
7.584908708,5.2
5.536775628,1.77
229.773630448,6.259
23.915704577,2.77
202.703441812,2.729
3.643357186,4.126
2.83468743,10.027
2.419949319,7.465
2.5765079,5.043
222.739740263,3.971
69.702428869,6.151
7.091738013,6.081
16.46254408,7.564
11.954126989,3.94
157.185140465,7.527999999999999
16.335983918,5.27
92.000866715,4.24
29.109561816,3.153
101.602629612,2.599
3.092587924,5.563
256.713478619,5.233
5.93126319,26.337
101.952617919,3.045
3.576749735,1.624
4.502853638,14.862
2.581293748,11.173
7.188140417,13.335999999999999
76.510001107,3.526
8.578189172,37.334
10.446778346,8.487
144.386457583,6.321
30.659830673,12.438
20.414509073,5.584
3.757391417,7.716
5.17902483,8.226
144.020312808,5.492000000000001
449.761861911,16.66
13.695205591,66.435
19.515682346,3.104
31.748413849,2.571
11.781824104,7.164
8.872865615,3.854
183.904208398,6.611
187.043451445,4.343
6.1692344,38.52
8.614342844,21.3
9.220360548,1.844
2.005123576,4.883
53.45622765,7.684
37.981226005,4.344
2.857496087,4.185
27.49781879,18.988
18.99465041,8.22
14.119363962,63.0
19.66564181,98.727
49.7727547,13.055
4.449901029,11.658
3.310704741,2.547
207.105876246,3.613
29.189313102,3.1489999999999996
276.748469023,3.598
144.917811307,3.445
29.000998651,6.039
6.45625662,18.895
37.937124105,7.204
9.513653423,8.952999999999998
2.997810907,6.233
31.023051836,3.059
27.170972849,9.165
10.615382423,9.254
137.676243744,6.882
16.834142414,5.49
12.657528519,5.907
16.141133171,4.886
77.977710693,4.6
5.898137706,4.528
2.789480956,5.844
6.492190338,4.023
10.687782126,4.274
7.355093346,4.524
38.326413295,3.31
51.850233391,4.287
32.473690257,24.4
11.647182294,3.219
52.025102043,2.823
17.167106966,12.356
85.500884145,2.374
65.203020797,3.365
39.957087698,2.924
2.823538225,2.859
4.411596773,1.939
20.821277472,4.309
161.207195596,2.446
51.70384742,3.077
18.070028668,4.21
2.751121713,2.028
11.950072142,4.65
143.72832393,7.271
3.033749249,2.781
4.936869067,8.086999999999998
4.336691458,11.285
67.320761598,1.55
123.397257633,9.799
17.656548445,5.462
4.408347175,5.973
3.809039978,12.437
107.54763022,11.569
7.165902722,18.08
151.536485648,7.663
35.723606236,3.465
8.801532311,2.982
8.230035495,38.598
3.676979973,7.605
8.175658292,3.522
15.958420994,2.583
38.698935098,17.377
68.495340429,9.623
9.668757623,1.284
3.958471682,3.51
56.517811099,0.92
11.744001718,40.125
6.135658915,9.89
7.532336876,4.034
13.960740471,5.774
134.17656483,6.206
11.389171137,9.626
68.600817472,3.48
9.833573366,9.694
269.513172208,7.65
186.820766399,7.57
210.708756806,9.85
10.604575452,8.358
2.878679587,2.816
6.678404735,6.334
3.022775744,9.224
12.258273459,27.6
167.259190725,3.765
3.716200628,6.35
14.631238305,4.604
174.27771752,9.326
6.248743681,8.311999999999998
30.702421482,2.625
3.990146769,10.404000000000002
10.082308513,9.103
5.841379398,18.129
23.284283944,2.992
6.117820884,11.3
256.688656155,13.49
6.872780782,7.825999999999999
124.814645186,2.395
2.522923668,2.138
26.078224719,3.377
106.426123468,3.788
218.279695567,3.173
498.068272077,3.858
62.39583201,2.245
28.602208175,3.531
7.849050123,3.443
12.453625277,3.064
39.494801137,2.864
27.150457199,9.75
49.855845606,3.772
4.322447205,4.586
8.95693987,3.377
9.137147896,23.323
3.929087868,4.028
17.910318498,7.196
115.072166005,5.377
7.7426532,83.76999999999998
110.826042559,4.452
4.044684422,11.624
8.653758536,28.06
188.898269841,14.568
4.741620801,6.357
13.010324152,5.174
6.481181848,37.203
12.799131936,19.006
322.960633913,2.762
15.192875806,2.628
256.246573102,2.332
2.962043391,2.708
25.132958247,16.973
28.175537038,5.012
5.811427014,7.849999999999999
3.672730116,5.151
193.752311996,6.738
4.239045055,9.663
11.787110731,6.579
80.504240932,2.668
2.626739278,4.068
75.021592411,12.75
231.364537683,7.657
4.529403743,9.057
76.932504779,7.0
4.929480311,3.972
56.731383401,45.946
29.600606228,8.281
16.974540364,4.16
80.640904048,6.972
15.386126866,2.33
67.177158646,5.296
3.029305773,3.05
92.233542938,2.128
18.937926182,7.929999999999999
21.532191749,3.932
23.556365066,4.255
52.990560147,2.715
46.10869587,5.954
4.897828648,21.807
47.364390569,8.377
4.833544894,3.973
8.448771638,4.691
300.089402492,7.713
16.4564049,5.118
2.73121871,2.509
323.755329856,2.1
4.23079615,7.221
3.943564562,3.487
2.895736892,9.75
9.122377943,7.839
27.220245559,3.017
285.62981187,24.112
4.572505774,4.814
4.199811615,5.738
7.964122675,2.299
4.244380569,7.164
256.818349614,4.133
3.217166305,3.643
64.795065451,3.175
13.330448566,2.039
68.509883122,3.29
15.699068086,10.22
3.360802837,2.414
19.434471754,49.625
2.866817723,3.418
102.291372023,2.03
4.68168438,2.842
176.369803916,2.916
3.711372915,10.557
10.854795942,18.86
110.640166871,4.293
5.255553343,9.367
40.749927342,13.491
9.836770212,3.211
8.177875077,8.346999999999998
4.428627024,7.377
6.182691489,2.839
145.988037542,9.988
5.468308502,7.236
2.711868064,8.136
35.843879844,5.836
66.358458453,68.131
7.153372725,2.326
9.589056154,41.467
14.550352108,5.259
180.499547124,2.355
160.583590193,2.792
191.977591074,7.341999999999999
290.877780807,6.533
2.217811704,2.497
6.049413262,8.832
5.019671073,6.054
5.00544888,14.183
4.892295132,4.81
2.266655412,5.515
38.141148452,11.292
2.846743924,1.945
113.141411984,6.602
184.167593098,3.836
201.203241709,4.655
4.801698914,16.403
3.374635677,6.927
221.260072657,2.948
2.250683972,5.219
141.709101929,10.285
9.941667041,5.372
12.930760794,9.282
4.932431341,4.974
2.67176808,10.144
96.919775179,5.373
10.891876282,77.071
8.270614063,5.661
8.705549432,2.165
7.289468432,6.598
486.810117528,2.403
2.891319766,2.9560000000000004
70.382536429,7.261
49.878268301,14.212
296.945743075,4.197
232.344520867,4.024
22.502706448,8.213
31.340870932,4.565
7.716731065,7.277999999999999
12.368561389,4.5
28.507222944,92.318
186.298339378,6.134
386.23330119,3.337
6.335765204,8.611
25.922642119,4.355
4.1864713,14.86
19.930418477,3.079
116.492344349,8.676
20.421925656,33.416
192.335398437,11.185
3.279255213,5.83
3.259968268,7.966999999999999
8.61809535,137.062
336.587103174,3.724
5.751424952,0.681
7.569802421,6.309
243.712922354,2.04
7.36943232,5.099
8.100660039,3.86
122.921577184,4.839
16.455347348,3.607
263.681107646,6.157
15.149516561,5.191
4.728019804,2.858
355.168976404,1.825
5.736495247,4.292
18.273771322,6.851
2.787176357,29.281
47.32385458,13.591
6.946826033,6.509
30.329554055,2.544
35.843903702,2.896
8.873709434,21.769
5.827425815,6.43
6.253869238,11.8
7.029269021,7.492000000000001
6.753634329,5.713
8.694473064,63.74
29.459399153,5.029
40.702396736,15.604
2.268442669,6.281
325.58223303,3.189
19.344357345,2.38
3.248611703,6.113
3.885678898,4.437
59.095134166,1.463
30.753217521,2.799
57.951757712,3.064
26.582917955,11.65
2.65055443,10.06
12.532898263,9.661
5.460325535,9.344
72.505776104,3.716
2.681387322,2.138
24.522916932,5.469
5.738002545,2.109
4.19996719,13.468
372.020116428,22.395
23.956156969,3.729
4.52764206,2.305
34.748335374,11.883
16.0643485,4.288
7.246399268,16.322
15.047958314,5.952000000000001
6.060642807,4.634
23.935755702,5.226
2.344077844,4.966
114.196243143,2.215
5.027130775,4.94
25.261981204,11.284
5.26824159,7.622
18.406849203,6.37
192.473733519,2.966
46.479210382,2.414
20.076182735,7.88
7.08604883,5.939
6.460841399,24.7
19.512356027,3.189
12.271398733,120.0
2.855327063,12.424
10.429737454,7.956
5.529582741,2.446
11.40329522,9.486
12.0187698,5.78
6.774293318,5.23
232.060313171,9.632
27.941942899,8.548
6.793526846,5.598
6.097108591,5.944
2.926106644,3.078
5.134238846,6.514
8.621736598,6.871
3.767209845,8.015
114.233244526,2.499
144.329811388,9.464
5.700021119,5.766
6.945845764,4.788
3.075351907,3.58
637.497718446,4.012
10.927070835,3.248
214.914305977,5.527
6.514316846,2.377
7.799551603,6.157
20.60495355,2.972
5.712765178,7.832
5.218452862,3.043
3.988205107,1.999
26.466193271,9.71
23.793641522,3.92
2.585430839,2.211
18.778672654,2.584
13.094314203,3.641
226.813517809,4.584
18.449002731,16.28
3.531211306,4.959
44.187505198,4.01
11.917410104,9.975
3.54457576,4.028
9.709818978,4.6
6.6745437,37.525
31.527891885,15.835
42.993395453,4.781
3.665362213,4.245
60.489871054,5.24
8.383083342,13.627
16.393627218,2.298
23.249669655,5.47
14.316450088,4.365
18.547638128,7.873
38.690317788,15.33
7.365624537,6.71
9.550952112,29.858
16.80565506,3.31
22.447648205,4.265
4.932299424,20.83
90.848893105,2.064
7.339657604,6.433
17.22842366,2.881
7.595619712,1.6980000000000002
18.331192118,5.728
16.706036153,7.627
3.170657818,16.506
218.499430496,4.341
309.500667119,4.463
4.206586557,6.556
55.985651395,6.166
48.749593944,4.489
9.369345828,5.818
51.690501334,4.459
2.6758898,3.628
10.472346419,6.809
16.162481109,3.084
4.728808737,4.127
12.603829372,2.521
11.265750692,9.678
7.153785358,7.11
7.41125231,14.992
11.424017919,26.302
8.360070079,11.805
4.02014828,9.233
8.231195869,14.477
105.833465044,3.084
53.390162174,4.91
6.174868628,3.463
5.360186153,3.318
80.3894487,27.413
37.010505897,5.849
105.139503177,7.214
3.062738674,6.886
4.795253969,2.974
80.602568092,4.78
16.007779817,11.931
109.399011334,1.801
116.698512833,3.312
6.649553366,4.43
7.557240854,9.632
11.62127827,9.019
203.409602991,3.514
2.852379811,2.511
21.111088216,11.132
235.852128785,6.328
5.195906941,5.07
7.383747033,9.825
29.22171077,32.7
3.183316522,5.28
7.898511379,7.111
11.2942277,5.544
7.429411927,2.14
30.97206344,84.415
24.164623495,1.963
18.006123315,10.061
3.797365236,8.823
68.369239713,4.97
219.763453449,17.186
6.283273027,6.564
7.40889768,3.111
56.950852505,2.744
6.651556809,10.638
261.033348984,7.804999999999999
7.256978778,4.738
7.044022084,8.564999999999998
6.263353341,9.221
70.537225185,3.814
58.32941712,3.15
7.533094455,3.53
248.948207237,2.858
15.518040487,2.81
5.324379914,11.21
7.03272646,6.612
232.539015744,12.219
249.412964423,10.235
31.245378946,15.692
102.232563684,6.278
13.188344771,3.393
15.403955059,7.687
323.778997529,9.533
5.277305068,3.551
4.476188425,2.57
69.751970373,3.64
30.855653069,2.998
11.871133395,8.792
13.84668273,2.932
2.495634622,5.956
14.093508717,15.779000000000002
7.548778619,5.542
21.601176896,4.709
192.655327423,7.652
45.404186401,9.854
24.70501184,16.09
5.315693193,3.66
123.659988693,2.193
30.958144111,5.301
69.565285956,9.253
25.86875349,11.779000000000002
2.988245685,5.253
3.586478821,3.21
35.210646933,4.826
91.575936373,5.162
8.707009003,8.529999999999998
3.818661598,4.985
7.866826153,11.120999999999999
143.391857995,3.118
69.850539132,47.956
34.74149474,7.297999999999999
4.140740412,5.712
7.158638599,3.056
5.156491948,4.584
45.942010413,5.937
20.697519524,4.66
6.238534206,5.783
9.895038426,96.08600000000001
351.46306345,2.395
3.420137569,5.066
12.970273715,10.905
3.584135721,6.151
7.056569076,5.646
37.487021055,129.545
7.415409316,5.916
4.503317845,2.965
35.206312949,2.812
10.933581629,3.468
26.772927881,9.113
225.270381114,4.239
3.576716171,4.395
16.729995239,10.488
2.473227571,5.179
17.82567477,7.315
9.932919147,6.19
4.243455337,8.122999999999998
12.71008982,4.201
4.877100334,6.55
23.021009532,3.417
185.367773343,4.928
2.975058254,2.68
204.720113657,10.288
6.230904021,12.894
106.735602377,3.505
4.653229665,13.267
46.314682172,6.822
232.250038787,6.31
240.497590614,3.012
4.629498387,4.18
2.878822402,5.391
46.982941505,4.244
3.874812667,6.582
96.052105016,3.8
18.912071432,30.944
3.198594186,2.012
107.454465014,9.513000000000002
10.941885329,5.292
7.302118856,6.25
43.07258563,1.96
23.836300415,3.72
6.39905898,14.495
49.786346635,14.217
4.242331126,18.08
146.936501793,7.385
9.186561678,14.744000000000002
5.748961625,8.367
19.343641577,63.4
4.939539995,5.406
24.278884091,12.09
9.419631466,57.50899999999999
3.150589416,10.332
18.690760064,2.452
3.863765131,5.843
11.206569803,16.174
282.561145219,5.336
14.091989032,5.346
11.438269327,8.33
21.087552173,5.406
443.328470258,11.094
242.659600042,5.849
8.308052401,5.122
54.549164766,10.767
4.241434794,7.168
27.071937219,2.627
5.85361179,4.18
274.152511791,2.279
18.447698702,2.163
63.23168671,2.5
15.739745182,49.733
12.347976565,9.161
5.934730545,10.529000000000002
9.13344426,6.22
49.880107435,10.914000000000001
12.722095096,10.254000000000001
5.976673017,8.008
4.216729748,5.369
16.082744769,5.868
73.875398997,9.157
3.467980242,5.789
7.8222961,15.213
33.981137027,6.672999999999999
82.207920276,7.9
107.355711941,5.889
16.058776362,3.793
5.89399286,5.191
2.453952198,4.809
32.449902842,2.72
132.240717374,6.046
177.529211021,8.676999999999998
4.673894631,5.594
4.262775229,3.396
100.859260971,6.874
134.377903938,6.089
19.392143666,3.793
15.588448478,2.479
17.015197893,36.864
4.116599738,73.0
67.176683987,6.686
4.730180158,2.567
6.183285323,16.896
7.906148319,3.1
3.714966131,5.849
7.971505185,2.91
22.012053596,3.162
5.887164121,2.406
7.10705576,6.647
7.947685156,9.758
