period,diameter.value
158.221885717,9.085
28.517901073,11.254000000000001
5.159959929,11.977
5.856940336,6.716
3.366336797,6.402
58.071511678,5.016
2.280035223,6.554
78.737909341,7.139
3.555473483,6.288
51.068753275,1.674
32.779348547,2.275
166.912566253,4.227
138.663445949,9.340000000000002
2.98998327,3.8789999999999996
43.233205578,3.588
43.930973635,8.179999999999998
18.770338958,17.16
68.378670624,3.188
34.967680645,16.516
10.789997726,6.356
15.549632765,5.479
4.672991218,6.975
21.369177773,35.356
55.912477542,4.977
13.887037012,8.233
187.906120011,10.144
15.485556385,4.524
5.075712423,7.089
249.437849075,2.464
34.170543392,5.628
23.657778123,4.735
44.393692574,3.599
17.981964617,4.938
32.118857866,2.576
132.318973997,1.842
10.280961298,4.728
4.431119281,4.239
8.648235917,3.395
93.326406685,5.371
5.486990928,11.352
106.146555352,4.404
3.884097224,4.684
68.356832046,2.06
51.624690988,2.975
18.820515592,3.982
5.060959039,3.056
4.681703543,4.194
9.710869137,1.949
6.361873574,6.056
9.807488105,26.0
2.698246067,5.756
4.369582982,14.608
24.485612414,19.081
5.852771942,3.758
4.307180983,4.09
6.430398204,4.387
334.51486048,3.197
202.686150763,3.341
10.895854403,2.0
88.401725926,3.285
8.087154265,8.166
4.98892498,2.461
7.672935523,2.469
8.659881254,3.553
142.616182815,3.286
7.158704384,3.962
5.473967804,4.908
42.069067052,3.11
70.690140571,2.141
9.08667725,4.926
30.096846058,2.077
13.134093504,3.7060000000000004
8.269535391,3.484
3.655202155,5.743
17.268705759,2.729
36.445609488,7.458
29.206791872,12.663
4.41008481,4.161
44.322695104,3.656
41.786785804,5.01
4.394240599,4.622
20.499144744,7.189
5.46652865,4.092
5.613147513,2.544
116.595410987,8.374
8.782405803,4.343
3.287836914,6.351
73.96606937,3.823
25.763218695,13.857
38.780848167,90.416
131.492985153,8.461999999999998
41.545232736,6.327000000000001
6.521412617,41.614
6.289758609,6.912
263.503567982,20.652
8.569414642,11.688
45.605197117,8.455
144.028088721,9.228
245.01021298,11.565
7.414012037,5.789
6.01446404,6.163
4.861051062,3.108
13.103246267,6.434
255.896302258,5.872
107.923068246,2.194
7.974261536,24.917
73.182066821,3.208
14.135356356,12.815
130.286675306,6.148
2.885022868,5.78
117.471101863,5.78
4.12558111,10.91
2.507453094,4.374
14.546428956,36.554
19.031799131,5.568
238.39495829,7.246
17.304201114,2.6010000000000004
9.385703611,4.11
3.898601128,4.403
266.100816624,4.098
387.463179733,32.297
21.347547793,9.661
8.9015554,11.549
8.969072846,4.598
133.109415264,8.801
7.539036098,9.646
5.669721636,3.118
115.277803889,5.197
3.047147581,8.984
13.792106687,4.06
123.44715683,2.984
2.908757474,3.367
38.864206048,11.088
47.934121183,6.416
34.381914783,2.359
9.974248652,5.71
68.365070546,4.618
7.31402764,4.508
139.182072178,8.276
61.661973329,7.284
8.723336622,6.699
141.730347213,8.141
2.869194192,5.315
6.963084078,17.751
7.714981058,15.117
13.49813845,11.0
9.21691371,11.749
283.597256574,3.659
451.495784596,5.9
4.997044117,9.435
3.678696341,2.22
7.85076242,38.35
39.472191233,5.882
59.84269352,3.052
8.969775525,3.179
3.636819427,10.321
5.23294638,22.786
8.088141419,7.19
54.794476133,2.458
12.257979297,41.877
75.269976224,3.881
10.384348525,151.656
3.234264844,9.383
73.743141813,4.681
4.696729474,4.118
226.831907234,18.9
34.66671784,17.7
18.28735319,5.862
8.037227576,38.76
15.867447847,2.39
33.548107604,6.809
5.274651121,7.142
2.758094657,4.581
80.133932434,5.84
2.553314749,6.751
342.356553763,4.412
18.158489852,33.643
38.604457217,12.342
2.767090154,7.62
146.999042882,2.563
262.245111639,1.56
331.456897432,4.188
107.288948293,7.913
267.21611446,8.513
4.89751701,9.631
26.766446557,2.202
33.99819429,14.13
7.150491751,4.439
15.134790715,4.959
15.405105353,6.414
15.207255086,11.12
235.774247476,4.843
3.167129463,5.058
7.94960255,3.949
121.093070756,4.766
24.377255076,1.916
2.930975814,3.153
19.167770712,6.531
85.479547445,5.471
9.667101359,4.966
16.679793224,4.8
5.404519955,8.04
3.02310813,3.012
2.840605741,7.73
241.248257937,8.397999999999998
20.078344015,4.569
3.975875669,12.415
4.282138984,6.278
6.483363997,5.938
21.487514959,4.657
7.930865187,3.854
13.67151716,8.8
4.039455401,3.97
583.467674547,7.121
5.230980714,6.978
8.332373691,11.355
230.19366027,10.412
6.004666161,4.419
28.60813789,4.563
61.06471865,2.693
33.746890666,2.441
5.376460213,20.628
91.271974882,6.218
12.546259627,3.545
40.11983874,27.354
93.094413476,2.973
18.432412891,40.694
65.225277483,18.935
7.524274002,4.761
5.637968611,5.103
4.763343309,7.2
106.620047172,8.47
4.036315211,9.617
22.234573045,21.119
10.367773284,11.414000000000001
2.893809234,5.268
3.940228652,10.955
5.614488917,4.511
20.111260907,6.53
16.302538285,2.582
15.763233928,3.74
7.269743039,4.038
19.645813781,3.728
11.550117788,48.775
6.388907974,11.48
138.424859272,33.568
179.482857852,14.867
5.31079796,3.465
210.530436964,8.971999999999998
26.071238027,3.27
260.146800879,4.682
5.148747644,4.78
71.606301451,5.849
7.988292533,35.254
31.884700198,1.652
7.161624777,41.0
42.249075651,1.93
6.920137278,2.098
24.87052401,3.22
283.233449107,2.742
6.403506692,2.49
6.745347455,13.146
13.757371058,2.292
8.391993033,27.864
8.878523269,6.067
124.524507635,3.414
3.698444325,6.312
14.482754089,5.934
2.819066875,5.297
12.220967464,16.543
4.780356313,4.943
159.91731582,3.18
58.802218073,2.789
43.829294284,7.752
125.996234649,5.748
3.179130931,4.058
4.541083817,2.288
7.716318916,6.957
7.150139807,21.5
3.987750848,8.89
3.2046944,8.547
4.473071961,3.672
10.000267183,7.54
7.954551126,35.491
7.749885272,8.570999999999998
60.522921806,4.601
13.256524571,3.188
9.058227228,6.526
3.431235228,15.91
9.232026278,6.385
20.678529238,11.226
39.716749869,2.234
19.141255502,2.913
44.408505685,3.244
25.978832291,9.832
59.245597309,6.122
14.491823832,8.823
36.088654341,15.595999999999998
3.538396671,10.167
14.766957018,4.58
8.649724276,5.473
6.102792504,32.2
3.805165504,2.141
12.897938201,8.737999999999998
16.666330494,2.431
18.320081903,2.085
267.079753136,1.75
178.045099535,5.145
230.601945307,9.087
6.62524495,3.448
11.565563566,3.317
126.522860575,1.997
209.68800394,9.647
3.707863965,4.106
14.78636801,4.437
105.499552667,7.389999999999999
35.56617255,2.768
6.870317028,3.404
14.047651493,15.362
5.265778053,17.437
5.016952751,5.18
5.347712657,6.678
12.190944281,2.779
23.153015202,6.603
162.763652065,3.988
6.744104221,3.25
37.598752924,4.215
2.937236576,4.865
58.829150394,46.0
38.19301863,3.804
15.383372079,3.653
6.095672068,36.597
41.785063215,6.004
41.223350289,2.515
53.515456043,2.343
15.975244872,25.147
10.788598576,5.136
11.744352934,38.22
174.118154507,2.468
35.977350782,5.367000000000001
105.204006989,4.55
51.842348422,3.99
21.042544441,9.572
41.378927439,1.7719999999999998
46.939246427,2.26
30.544702078,3.714
4.26375791,3.95
520.83282763,3.559
122.157583208,3.929
13.257046444,5.322
3.277178893,4.119
169.920380149,5.863
259.547435771,8.868
75.705584529,3.087
29.942943255,1.806
11.603319214,2.962
5.967230641,2.144
116.78427058,2.781
163.58190401,3.326
311.999509111,4.258
3.795636522,8.128
7.241521581,11.323
57.754484593,8.579
9.707711204,5.622
5.33128509,5.159
34.081021634,5.929
616.507774763,11.073
261.774278474,29.313
24.036188014,3.239
20.585437118,6.791
23.500482377,3.273
12.222087184,6.171
3.636153309,4.361
16.352082904,14.675999999999998
26.111190965,47.144
10.741000587,4.212
10.083156263,48.414
17.013944781,5.955
25.060838821,5.796
5.79241944,5.644
616.992165819,7.410999999999999
63.457092728,4.811
416.508529611,3.303
3.026829581,2.094
7.570396918,4.19
6.712531037,10.068
74.067440481,4.405
32.973997434,1.91
97.977572645,3.938
206.701385405,20.398
19.889550625,8.103
76.07864162,3.736
7.743350039,1.8230000000000002
99.108423864,4.877
4.296530092,2.759
102.545954382,2.6
9.9471319,2.99
35.581502469,8.505
6.771013764,3.223
70.805547053,4.933
217.329050358,9.005
60.346785603,2.393
8.619520442,2.719
8.335345523,18.247
9.798668414,6.867000000000001
3.634182666,20.58
8.815960041,5.09
6.797646353,8.397
4.414262746,3.912
17.605735899,2.763
43.17794646,19.469
4.941086604,7.841999999999999
78.188187915,3.391
5.152529694,8.054999999999998
21.995123569,5.301
15.039939591,3.341
7.396640694,6.416
187.345439721,9.471
96.680477854,1.984
28.7560214,2.054
5.903510335,2.477
20.723571872,3.884
5.423081531,3.283
10.85005408,4.645
157.373982851,3.31
6.28516178,4.932
499.187439945,4.534
6.496982561,5.646
4.411066288,7.65
14.909670593,3.849
24.825543823,6.639
258.67037734,5.294
19.881269492,10.377
8.40010463,96.568
5.43300813,7.862
9.670365867,6.512
17.307359298,5.247
64.547567597,21.79
237.406173042,3.151
17.303245706,5.063
9.135754633,12.524
8.956666666,8.638999999999998
7.402391673,6.337
2.827694929,4.68
21.350105473,6.182
7.4373648,5.05
13.996897411,4.455
19.254631581,4.417
15.671484711,8.316
11.181061587,54.151
30.337968504,3.685
3.242890323,5.236
5.096399689,6.141
50.242499488,66.2
96.754478222,2.39
4.852392131,9.618
28.825749156,35.88000000000001
4.151955096,5.399
4.392465771,6.702000000000001
4.118782706,2.807
46.200063873,6.8
263.716627879,4.136
108.345385662,4.914
2.801965813,3.839
3.101188104,4.083
249.63762334,3.7260000000000004
119.626869775,8.149
3.368041055,5.896
18.335236309,18.52
2.739049818,14.0
14.804706291,2.319
2.878967553,5.877
11.112282033,5.88
25.627889472,53.906
50.573053911,12.167
12.498098998,10.552
162.53704376,18.17
67.894461202,4.237
392.00996408,9.593
68.924027174,3.587
6.62789374,2.87
135.499768909,2.505
55.501525157,6.802
6.876842911,8.714
309.027565541,6.24
64.809908805,4.056
17.539031131,4.571
82.275432929,2.503
160.245214305,2.79
19.241145414,17.276
29.744335797,8.422
13.265981464,7.432
10.997619091,79.949
5.745068679,3.159
4.421830185,7.44
7.217229007,10.751
124.685874023,5.844
6.614003933,10.22
46.341088605,10.117
472.107310072,5.106
12.825754651,3.809
45.24787474,8.013999999999998
183.012349892,7.69
119.518649114,3.377
17.623470413,1.754
6.265520366,4.85
10.413345157,6.847
23.513213058,2.72
37.505523096,23.502
7.159847025,4.69
9.254922656,19.294
2.60719496,4.561
8.623386451,2.032
20.686390386,7.226
121.308534704,2.347
6.641833115,1.801
10.511450576,3.789
5.754897431,6.463
365.217798397,1.864
4.686313198,17.061
22.807963167,9.476
4.659752772,4.532
2.62961429,1.757
76.216670806,14.171
47.186182279,5.106
64.128030894,5.105
59.574227249,24.242
9.303958549,7.335
39.860097823,1.937
5.569172224,6.55
12.53662771,2.808
13.547695934,5.122
13.929680136,6.259
176.826716858,16.633
325.20351024,4.862
4.136736342,4.485
14.106093842,4.367
3.743953345,22.609
12.72982793,6.766
23.321316761,6.699
3.867117072,3.208
3.263245792,5.087
22.310703914,2.53
55.348306076,8.836999999999998
179.052115456,9.869
177.858287299,11.437
9.688788144,3.705
4.075501541,10.152
98.454250203,3.877
37.359079414,3.103
13.918761717,5.114
13.705905872,57.377
3.539199049,4.08
2.376048879,5.119
10.421694834,5.663
5.047078981,4.782
6.275512291,10.369000000000002
29.438742434,18.813
11.24035593,11.67
85.722904233,3.518
5.91363169,32.307
142.124736901,2.24
216.889665928,7.449
15.8110012,9.044
5.980595096,12.111
31.093555507,6.666
3.60462324,4.414
59.019456023,2.349
5.072510807,9.2
3.050395304,5.472
208.500027724,3.357
3.533194666,7.617000000000001
97.286574506,2.503
4.390521226,3.297
4.299658341,10.118
6.748805391,109.315
5.628233879,3.9189999999999996
16.607420664,6.733
7.253975543,2.299
36.069124101,2.311
177.961104221,6.222
78.19441007,4.42
50.543695389,3.521
157.839716701,8.769
6.022805873,5.146
132.629170382,7.059
9.383517186,6.414
228.592093662,5.21
2.881893218,4.474
37.626745793,5.363
15.187477476,11.826
44.460441436,4.573
54.772296801,6.978
155.280317586,4.425
23.955515199,4.392
5.039558118,3.622
131.629756487,6.265
7.224916838,173.0
11.310336329,6.567
3.556244418,13.409
6.426181586,20.749
154.576408248,4.903
121.542793194,3.53
2.979480616,3.931
10.423067169,6.431
9.55092295,7.177
2.841408788,6.092
9.839378271,65.453
235.51359562,2.185
6.861663579,7.393
6.202678804,7.47
20.887446872,6.811
8.387212467,2.151
28.328597413,4.79
4.42999531,11.78
34.754477757,6.053
2.980809509,4.181
5.832415917,9.542
16.781062965,6.344
27.455583844,2.761
23.199363008,12.763
20.954208931,13.657
7.306524985,4.502
298.938090796,7.511999999999999
238.23593847,10.142
108.504191028,5.65
2.794719961,8.663999999999998
2.999551308,13.495999999999999
5.653206513,4.143
22.632294317,1.69
144.726107054,10.09
7.01044944,4.652
2.286066081,4.7
216.65085051,12.935
231.228830471,5.269
18.713783293,3.397
3.367034192,4.479
27.81522367,4.699
7.281818517,6.485
3.406826534,20.143
2.815855211,6.526
40.098205847,6.22
5.741901858,8.101
22.316782571,3.352
13.388256104,4.744
3.357758515,7.215
15.404435084,63.753
432.774018061,9.16
4.653998716,2.735
112.395034377,4.291
19.360352501,5.737
59.160603871,3.52
9.578073348,5.682
258.976182098,4.349
27.170371073,22.938
15.458080149,10.433
8.531710447,32.145
144.352822076,3.196
149.869326655,0.882
19.257631394,15.019
16.299340846,3.108
5.187272127,2.272
140.2978055,1.916
18.152471115,119.0
3.676617535,3.061
3.496740419,3.62
36.763365648,2.472
5.64241544,2.686
5.261840886,16.634
15.877410552,3.626
240.944378745,3.935
46.020287398,5.569
11.944692114,20.874
12.893835507,2.69
2.986682088,3.779
3.026770651,7.785999999999999
39.652339527,2.518
6.137825675,5.437
2.182691879,2.67
16.782498498,8.237
3.800855641,9.185
3.463819898,6.364
3.822461443,3.0239999999999996
12.340278472,35.70000000000001
59.909159429,2.281
66.569208753,8.006999999999998
23.667961324,1.794
11.082894089,3.9189999999999996
16.698335401,13.383
7.47916272,3.981
4.734802529,3.406
6.897790675,9.063
8.697150855,4.298
31.607424402,10.21
8.408878095,3.73
3.622468061,6.514
9.060176897,7.056
2.536579277,4.772
34.364946503,1.675
69.33043952,25.584
204.871002422,7.799
11.850715561,6.73
91.364567837,4.268
5.052349758,10.897
13.071096332,3.359
5.66202671,6.211
6.067832954,2.822
253.694032365,9.515
307.00370254,6.782
15.016620981,14.625
15.099928891,4.982
29.174920163,43.6
6.753396767,1.904
27.622727531,5.196
8.61367224,18.9
2.095642612,5.04
667.995920822,3.961
23.15916659,5.101
22.98973046,37.974
23.425196849,3.022
5.506826762,7.674
38.283395687,3.517
5.036083834,5.628
127.239363924,3.497
39.999856738,7.153
78.656731668,14.816
27.258991202,8.685
21.585484859,3.241
3.45235076,8.134
181.893498344,4.822
5.41335744,5.469
12.893862093,3.372
48.322352363,6.403
7.335597776,8.660999999999998
47.557903496,5.948
2.887912909,6.154
75.302763493,4.396
30.310897074,1.3869999999999998
17.753976522,1.6369999999999998
7.18637323,3.94
33.795733227,16.082
7.007498741,2.457
4.55353028,6.723
30.595616542,4.346
10.196000525,9.758
25.312014532,6.777
81.482018668,7.347
9.415068728,3.635
2.762974758,3.959
12.030652241,6.35
9.383794301,4.628
23.31182593,5.221
7.179808432,11.999
2.486177919,4.248
25.504225194,1.609
7.319894613,6.641
3.190230735,20.575
4.258373778,6.248
7.84780262,2.39
3.158951053,9.835
18.920188206,3.141
7.16681018,6.717
3.468871404,9.722
18.980605687,5.815
5.804696116,29.986
4.837197419,4.583
257.686451008,3.025
11.783938999,16.099
7.477189127,2.7939999999999996
6.998900275,36.437
4.965132971,2.238
111.704957902,3.404
9.426706794,5.118
64.523211462,7.715
7.947496486,2.558
7.579516925,16.421
17.72786852,2.136
54.094115404,9.353
116.751739156,3.83
172.922917915,2.865
12.646539404,2.79
24.898205262,2.58
128.754771566,39.998
256.777565443,13.068
6.378480234,6.588
22.082345074,4.645
8.366011617,4.292
59.300326913,3.7539999999999996
8.215289917,2.7260000000000004
118.456435005,5.053
6.248063964,2.584
10.087352965,7.397
33.538913604,7.807
4.879471837,15.3
6.277496408,6.059
39.794515871,6.477
2.530342567,4.724
8.969639423,2.65
31.66290651,18.79
13.943745692,2.9560000000000004
8.050259777,30.972
6.411291128,5.857
274.76923067,2.812
91.859029802,3.073
9.301474241,3.642
286.321090672,8.881999999999998
51.03108905,5.345
29.469474049,5.956
6.513492391,19.728
4.533738304,6.022
2.926935639,5.636
4.403499831,8.728
4.168705307,7.303
9.294091159,11.753
42.310289022,1.71
238.435829525,10.207
6.827188381,3.7739999999999996
5.695204567,5.31
17.772132016,2.859
5.294388852,7.73
11.936038671,3.503
37.619911171,3.36
8.812912609,58.9
9.254164633,16.76
11.435775159,3.654
19.125196646,3.092
7.354160872,5.256
45.038294455,5.24
15.799851682,20.381
277.948100512,4.863
123.851962184,7.7
13.162501223,5.675
94.625394963,8.97
63.048501222,4.141
6.121763787,145.0
4.572101211,3.776
31.198492914,1.944
15.905965184,4.716
6.99429166,11.406
210.610965132,6.574
65.585954959,2.9
2.847046857,4.688
13.172684359,8.745
38.062893704,2.478
15.468761016,3.526
5.994511169,20.044
2.884066026,3.123
4.717338663,3.268
9.694369387,29.38
3.644653307,2.967
35.112847398,7.139
6.256592277,2.496
3.408587622,10.041
64.199736072,2.887
33.909030607,10.126
88.950791793,5.615
47.0790635,16.125
3.462194436,6.39
310.984896538,3.187
56.161042622,9.413
5.809116998,8.489
14.304371672,2.241
170.349112915,11.624
4.925383978,3.44
6.479739531,5.102
2.780848644,4.997
7.694817691,4.415
3.457557334,6.272
3.984352548,5.8
3.383422002,7.513
8.915559549,2.19
16.210236213,7.964
5.297239183,22.701
10.520836798,7.683
17.668626355,4.513
5.008937162,17.719
59.009693159,3.275
99.834270972,4.273
20.583956692,8.673999999999998
5.759847482,4.404
11.159844251,10.540999999999999
2.769168304,3.946
5.755263322,5.718
6.571377852,109.837
4.806208701,7.836999999999998
78.224176745,12.785
9.125528087,11.749
3.212574117,10.531
52.695902796,11.156
19.336926046,18.686
5.103533976,4.93
376.055378651,4.104
401.983662232,3.242
7.76091477,9.084
28.063684227,4.561
106.639419895,11.33
3.397819407,6.2
7.663713888,3.864
4.435799627,5.532
165.58067252,10.317
71.907741432,12.497
99.804416328,8.131999999999998
14.481114747,6.64
139.044962849,2.166
36.675100961,3.644
197.726367878,3.578
4.085952413,4.376
282.746881222,11.337
2.872604739,6.44
3.830819207,9.41
12.412697367,2.324
91.54109752,5.024
13.847924125,16.75
5.987936137,3.223
537.507698715,4.387
4.549823054,3.921
138.622092529,3.225
73.586252856,5.957
6.335944579,9.6
84.453776085,2.517
9.542684007,2.003
89.322969391,2.057
12.024347413,28.566999999999997
45.499786925,8.768
13.710208139,2.593
5.27059099,7.072
4.011897388,2.195
2.258562239,1.54
5.537376003,2.98
8.130284836,6.5
8.723675596,7.554999999999999
374.991514645,1.606
282.496488651,4.826
53.034033115,22.777
20.956618142,11.076
6.525276233,1.66
46.915840096,12.009
20.257794038,7.615
4.295941213,3.391
174.549553219,2.795
6.607056875,8.649
539.977378732,7.033
249.910596987,4.484
187.156048795,2.134
70.456760124,2.568
5.011103604,4.5
12.344356264,2.448
68.043197536,2.936
285.252734922,4.4
4.592651437,7.204
27.054347685,6.242000000000001
73.502573599,3.19
2.847887095,3.897
72.667887203,2.323
17.160112214,4.132
5.390551832,7.514
8.209674635,2.066
12.334208875,2.853
22.934586012,6.534
163.715911084,2.514
14.619648515,4.593
28.932298871,2.252
73.060222337,5.8
9.728283511,3.475
3.459089384,1.737
10.273666067,5.472
4.559598869,4.401
9.65906652,9.171
2.800631772,3.503
2.066262034,3.219
4.648853027,15.071
12.187694526,9.969
137.131518464,6.636
6.841351034,5.938
3.527416091,21.302
156.361233616,3.281
317.775520273,17.047
32.149037963,97.197
41.658755526,2.044
145.908960649,2.236
97.998650305,5.882
7.309263734,3.555
33.239963536,10.553
6.927805376,4.786
5.905213002,6.161
13.454694395,7.623999999999999
4.140012138,7.151
8.944551388,9.921
3.164491319,7.757999999999999
44.668949357,2.89
228.99694283,23.354
37.413558997,4.955
69.47463918,5.88
18.854385274,2.173
24.556269511,5.669
8.999637803,7.958
14.283233848,12.907
5.470198478,4.912
8.942372542,7.496
4.096453406,11.591
5.797272261,10.75
6.022465564,10.694
257.01502858,5.132
8.997321797,15.87
580.773165015,2.25
20.055961722,5.443
10.889762215,12.222000000000001
4.552287726,9.49
11.53070693,9.196
17.875547415,21.263
17.49045626,5.746
9.280081536,3.09
11.822858915,10.015
37.464937416,2.041
2.320992592,2.682
8.035576387,14.3
55.395341675,2.307
3.305161227,2.155
33.046465009,4.777
5.043542757,2.045
3.987155153,9.425
41.898643074,3.228
4.304833413,8.151
336.499673266,23.9
7.747178934,7.714
33.704933543,11.300999999999998
282.404657478,12.048
4.850323949,15.987
27.620328541,41.637
4.467198512,11.115
4.541939743,2.48
4.774197363,3.561
45.387178767,2.634
10.33109705,2.051
125.00145421,16.153
6.86106851,112.9
326.741567904,3.449
14.500598981,1.451
31.116661843,42.548
7.661636661,7.76
9.170216653,6.503
11.427179751,2.624
14.652931542,3.894
7.347516724,4.516
3.053687022,10.227
66.517823905,8.984999999999998
6.662036954,10.441
41.061364572,3.865
5.568280302,2.252
7.020185763,2.995
4.901273704,18.97
8.725240088,4.502
19.219454886,2.319
7.216251248,33.078
10.01385229,6.55
2.359105818,2.92
5.585490968,10.108
7.561771844,1.65
15.177121912,3.619
179.458756048,7.112
135.551189597,5.516
11.070024465,8.006999999999998
7.483051474,8.436999999999998
27.191741049,45.29
6.851617989,4.045
6.099190465,16.373
3.470385428,5.264
3.888211698,4.95
7.733768771,4.661
3.799094249,6.214
18.489331275,7.176
3.885098673,2.837
10.718272617,48.382
10.069355974,12.7
3.67164337,18.379
6.125387235,7.514999999999999
15.734797806,4.798
291.279686875,5.123
7.729097049,16.91
97.637401276,2.89
19.891897625,8.002
3.151326116,2.52
77.710219433,5.479
12.89936292,80.79399999999998
12.661224259,6.431
3.805185554,10.617
12.061730927,6.583
9.564739476,7.694
17.391369284,5.534
3.416511341,3.409
6.264944116,1.7180000000000002
9.138212703,4.682
176.223138714,12.277
32.272813433,13.524
4.118501252,8.026
16.561044244,32.439
2.745893897,8.569
72.676409381,5.275
17.488893446,2.528
284.329213155,4.567
28.668040822,3.215
18.793871368,5.299
137.901277114,5.35
6.644751968,3.08
11.721451942,7.115
20.813471857,5.845
8.503662304,6.454
5.349583206,3.16
45.439657374,3.417
8.498299632,11.173
34.422864074,7.363
5.31797731,7.069
10.869216903,6.705
86.595073798,4.693
19.303903227,3.837
5.955078368,2.343
33.070145892,6.02
3.404273242,3.231
23.804337797,4.777
6.718520405,3.448
13.439068314,8.445999999999998
30.70423875,15.152
14.590532277,12.365
47.28320729,63.716
2.800332078,4.971
5.378149229,2.288
3.325766235,1.214
31.142682462,4.758
12.897830968,8.042
12.328794238,5.028
40.114210194,12.345999999999998
7.401200382,5.22
4.855933376,7.861
309.503543325,3.647
572.22390284,4.079
97.449524226,6.892
3.567508665,1.9069999999999998
106.367800404,4.527
77.774469369,5.087
218.51094362,2.124
58.762821807,3.353
10.276139176,2.847
149.425495741,4.332
10.078507456,11.284
21.220059741,9.168
12.850973089,5.564
154.671419961,8.522
13.832339495,9.308
5.273436731,20.813
2.65008467,5.058
3.484007767,2.588
5.628285686,7.88
4.443675116,8.386
45.394659541,6.474
4.088394965,4.676
14.174957781,4.316
3.85353695,7.3
3.388778473,9.88
4.236338916,17.347
280.032977452,16.2
18.671453375,5.078
14.10575059,6.058
144.670160635,6.02
5.432519633,14.331
10.395055048,6.07
16.254729301,7.434
169.275847721,5.45
6.124124408,18.435
175.949245382,3.676
319.991369168,5.624
10.426382392,3.715
25.589270824,4.099
94.385595159,3.425
7.092602055,7.425
3.266064124,2.937
17.878511929,3.091
5.563091618,9.379
135.443751706,4.5
21.853786242,2.429
6.25744462,31.872
2.935690534,2.842
3.109942884,6.119
16.269369262,8.932
4.798968931,2.306
24.342124995,4.948
39.6780953,45.967
57.967465077,2.12
3.979515659,6.357
9.70809473,6.921
72.539215675,5.278
3.853618048,5.527
13.415847822,12.640999999999998
9.617272452,11.936
7.913366397,2.156
4.764980333,14.842
115.687276496,6.821
171.17975448,8.035
5.296333561,5.576
3.11002916,6.045
308.743986698,4.325
4.521476872,13.142
11.273067266,4.903
67.522340918,5.169
144.707308631,3.099
5.519281097,6.59
30.927735339,2.347
6.797086349,2.651
68.208705942,3.369
12.855807787,2.156
2.842488481,2.013
8.573087944,2.284
25.346618502,19.882
5.408315997,1.93
7.650748816,2.299
94.866312732,2.827
3.805567084,16.904
23.194189835,5.61
30.363350953,7.343
6.458995826,5.606
8.482569691,4.473
7.003034027,3.307
55.117232888,4.697
2.300394305,2.44
4.919505069,2.533
14.300462491,15.15
3.926144907,12.491
4.697504178,5.932
5.350613452,4.097
19.293586564,8.018
3.593180563,3.877
13.225896061,5.004
14.63605075,4.054
54.254545718,5.347
18.778011467,3.368
15.109290979,53.131
19.438915848,18.72
142.817838249,6.042
93.476756901,10.998
5.895168019,7.987
4.725187436,3.852
5.362342848,7.776
24.973124121,2.174
55.566484701,2.506
2.878885973,7.621
265.725548706,2.056
3.990314693,8.378999999999998
24.663846551,9.048
182.162245171,6.926
5.249783587,11.445
19.145638322,4.718
396.517294821,6.792
32.986504525,6.972
134.20457375,4.808
3.377548988,2.953
10.662827606,4.712
8.926886438,28.697
13.392454797,8.666
183.829069447,5.559
3.105905725,3.582
2.319325545,3.368
7.836006548,6.029
5.756601919,8.377
5.827663498,2.543
3.7747378,4.7
3.103062159,1.85
7.690141207,116.934
86.787133341,2.185
8.44302888,3.074
11.265539707,52.309
3.918866104,19.814
22.926366066,4.374
4.985664895,2.107
326.022581362,3.473
115.03989602,7.801
244.235446025,10.957
46.953777889,3.778
67.07998483,5.919
66.937005751,2.747
18.425459783,10.745999999999999
24.748920272,5.164
7.541505992,3.676
6.833920751,4.0
2.84851302,5.608
7.599826491,8.785
3.237478809,6.155
79.706210927,19.632
4.18538059,5.078
242.721957129,2.473
5.605699946,8.830999999999998
7.783322951,6.598
11.65537615,2.495
13.804868583,9.779000000000002
18.823546221,6.6
7.617255774,9.7
114.25306602,2.928
5.169739485,1.436
5.428875015,1.951
15.57376344,6.011
22.439364966,4.519
7.862183141,8.138
7.304868069,10.818
68.334424494,5.731
152.678591445,11.433
9.892050706,2.371
11.231441422,3.526
47.719505354,7.421
4.610065081,2.361
8.348726546,8.156
5.194767166,4.801
133.752281336,6.842
11.880625892,11.857
8.01046629,6.375
47.771495767,7.787
5.963362724,13.193
110.283928296,3.606
3.975485371,6.363
72.637788052,2.983
2.52270383,4.723
10.552213915,4.737
3.139824802,6.312
4.2767055,165.04
4.056193231,4.199
6.037261491,10.16
58.495085913,7.487
3.433105197,3.187
83.30810633,1.883
8.473961321,13.56
14.682627827,50.919
2.892075775,11.678
2.156790755,2.78
19.238561972,5.356
266.751298506,2.68
36.966983205,5.216
10.00366484,5.697
3.674631568,6.335
23.037264591,4.987
201.000661187,6.61
11.243415414,59.018
7.106806842,4.736
5.975404491,12.94
22.858821909,3.007
8.650476422,2.405
9.79111386,7.235
7.297439552,2.8
4.691716961,6.985
12.787680237,11.281
5.585621311,2.228
208.498135664,20.995
2.892341985,5.238
48.068946875,11.2
20.005297622,13.275
9.932141193,3.213
7.225958153,7.83
38.803766583,5.944
4.21524399,11.255999999999998
10.942459009,4.681
106.226799555,3.2060000000000004
69.993225229,5.308
40.816757904,4.159
105.572403717,11.397
8.33131459,4.275
222.53787805,12.407
48.429475292,12.059
5.894260508,8.765
4.798129233,0.849
234.166775976,6.308
